Título da Revista;ISSN;Homepage;Aims and Scope: ;Aims and Scope (translate);Área;Subárea;Sub-subárea;Indexador;JIF;Quartil JCR;SJR;SJR Best Quartile;H index;Índice h5
EMERGING ADULTHOOD;2167-6968;https://us.sagepub.com/en-us/nam/journal/emerging-adulthood;;;Outras / Não Classificado;Geral / Multidisciplinar;Fluidos e Plasmas, Mecânica, Física;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=EMERGING%20ADULTHOOD&btnG=
EMERGING TOPICS IN LIFE SCIENCES;2397-8554;http://www.emergtoplifesci.org;Aims and Scope: Published by Portland Press. Focuses on academic publications in Emerging Topics in Life Sciences.;Aims and Scope: Published by Portland Press. Focuses on academic publications in Emerging Topics in Life Sciences.;Outras / Não Classificado;Geral / Multidisciplinar;Inteligência Artificial, Ciência da Computação, Ciência da Computação, Teoria e Métodos;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=EMERGING%20TOPICS%20IN%20LIFE%20SCIENCES&btnG=
EMILY DICKINSON JOURNAL;1059-6879;http://www.press.jhu.edu/journals/emily_dickinson_journal/;;;Outras / Não Classificado;Geral / Multidisciplinar;Ornitologia;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=EMILY%20DICKINSON%20JOURNAL&btnG=
EMJ - Engineering Management Journal;1042-9247;https://www.tandfonline.com/toc/uemj20/current;;;Outras / Não Classificado;Geral / Multidisciplinar;Engenharia, Gestão e Contabilidade, Negócios;Scopus;2,6;Q3;0,504;Q2;50.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=EMJ%20-%20Engineering%20Management%20Journal&btnG=
EMOTION SPACE AND SOCIETY;1755-4586;https://www.journals.elsevier.com/emotion-space-and-society;Aims and Scope: Published by Elsevier. Focuses on scholarly research in the field of Emotion Space and Society.;Aims and Scope: Published by Elsevier. Focuses on scholarly research in the field of Emotion Space and Society.;Outras / Não Classificado;Geral / Multidisciplinar;Conservação da Biodiversidade;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=EMOTION%20SPACE%20AND%20SOCIETY&btnG=
EMOTIONAL AND BEHAVIOURAL DIFFICULTIES;1363-2752;https://www.tandfonline.com/toc/rebd20/current;Aims and Scope: Published by Informa UK (Taylor & Francis). Focuses on scholarly research in the field of Emotional and Behavioural Difficulties.;Aims and Scope: Published by Informa UK (Taylor & Francis). Focuses on scholarly research in the field of Emotional and Behavioural Difficulties.;Outras / Não Classificado;Geral / Multidisciplinar;Pesquisa Operacional e Ciência da Gestão;Web of Science;4,9;Q1;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=EMOTIONAL%20AND%20BEHAVIOURAL%20DIFFICULTIES&btnG=
EMOTIONS AND SOCIETY;2631-6897;https://bristoluniversitypress.co.uk/journals/emotions-and-society;Aims and Scope: Moral emotions are a variety of social emotions that are involved in forming and communicating moral judgments and decisions, and in motivating behavioral;Aims and Scope: Moral emotions are a variety of social emotions that are involved in forming and communicating moral judgments and decisions, and in motivating behavioral;Outras / Não Classificado;Geral / Multidisciplinar;Engenharia, Fabricação;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=EMOTIONS%20AND%20SOCIETY&btnG=
EMPEDOCLES-EUROPEAN JOURNAL FOR THE PHILOSOPHY OF COMMUNICATION;1757-1952;http://www.intellectbooks.co.uk/journals/view-journal,id=163/;Aims and Scope: Published by Intellect. Focuses on scholarly research in the field of Empedocles European Journal for the Philosophy of Communication.;Aims and Scope: Published by Intellect. Focuses on scholarly research in the field of Empedocles European Journal for the Philosophy of Communication.;Outras / Não Classificado;Geral / Multidisciplinar;Física Aplicada, Instrumentos e Instrumentação, Física;Web of Science;1,3;Q4;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=EMPEDOCLES-EUROPEAN%20JOURNAL%20FOR%20THE%20PHILOSOPHY%20OF%20COMMUNICATION&btnG=
ENDEAVOUR;0160-9327;https://www.journals.elsevier.com/endeavour;Aims and Scope: endeavor, endeavors, endeavour, or endeavours in Wiktionary, the free dictionary. Endeavour or endeavor may refer to: Endeavour Morse, central character;Aims and Scope: endeavor, endeavors, endeavour, or endeavours in Wiktionary, the free dictionary. Endeavour or endeavor may refer to: Endeavour Morse, central character;Outras / Não Classificado;Geral / Multidisciplinar;Paleontologia;Web of Science;1,6;Q2;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ENDEAVOUR&btnG=
ENDOCRINE REVIEWS;0163-769X;https://academic.oup.com/edrv/;Aims and Scope: 22. Endocrine Reviews publishes authoritative review articles spanning experimental and clinical endocrinology. The Editors of Endocrine Reviews consider;Aims and Scope: 22. Endocrine Reviews publishes authoritative review articles spanning experimental and clinical endocrinology. The Editors of Endocrine Reviews consider;Outras / Não Classificado;Geral / Multidisciplinar;Espectroscopia;Web of Science;6,6;Q1;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ENDOCRINE%20REVIEWS&btnG=
ENDOCRINE-RELATED CANCER;1351-0088;http://erc.endocrinology-journals.org;Aims and Scope: Endocrine-Related Cancer is a monthly peer-reviewed medical journal covering cancers in endocrine organs — such as the breast, prostate, pituitary, testes;Aims and Scope: Endocrine-Related Cancer is a monthly peer-reviewed medical journal covering cancers in endocrine organs — such as the breast, prostate, pituitary, testes;Outras / Não Classificado;Geral / Multidisciplinar;Aplicações interdisciplinares, Aplicações interdisciplinares, Matemática, Multidisciplinar, Ciência da Computação, Química;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ENDOCRINE-RELATED%20CANCER&btnG=
ENERGY RESEARCH & SOCIAL SCIENCE;2214-6296;https://www.journals.elsevier.com/energy-research-and-social-science;Aims and Scope: Energy Research &amp, Social Science is a peer-reviewed academic journal covering social science research on energy systems and energy and society, including;Aims and Scope: Energy Research &amp, Social Science is a peer-reviewed academic journal covering social science research on energy systems and energy and society, including;Outras / Não Classificado;Geral / Multidisciplinar;Aplicada, Ciência da Computação, Aplicações Interdisciplinares, Matemática;Web of Science;1,8;Q1;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ENERGY%20RESEARCH%20%26%20SOCIAL%20SCIENCE&btnG=
ENERGY SOURCES PART A-RECOVERY UTILIZATION AND ENVIRONMENTAL EFFECTS;1556-7036;https://www.tandfonline.com/toc/ueso20/current;Aims and Scope: (2009-10-09). &quot,A Review of Modern Wind Turbine Technology&quot,. Energy Sources, Part A: Recovery, Utilization, and Environmental Effects. 31 (17): 1561–1572;Aims and Scope: (2009-10-09). &quot,A Review of Modern Wind Turbine Technology&quot,. Energy Sources, Part A: Recovery, Utilization, and Environmental Effects. 31 (17): 1561–1572;Outras / Não Classificado;Geral / Multidisciplinar;Matemática Aplicada, Matemática;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ENERGY%20SOURCES%20PART%20A-RECOVERY%20UTILIZATION%20AND%20ENVIRONMENTAL%20EFFECTS&btnG=
ENERGY SOURCES PART B-ECONOMICS PLANNING AND POLICY;1556-7249;https://www.tandfonline.com/toc/uesb20/current;Aims and Scope: 2009.01.003. Energy Sources, Part A: Recovery, Utilization and Environmental Effects Energy Sources, Part B: Economics, Planning and Policy International;Aims and Scope: 2009.01.003. Energy Sources, Part A: Recovery, Utilization and Environmental Effects Energy Sources, Part B: Economics, Planning and Policy International;Outras / Não Classificado;Geral / Multidisciplinar;Aplicações Interdisciplinares, Matemática;Web of Science;2,4;Q2;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ENERGY%20SOURCES%20PART%20B-ECONOMICS%20PLANNING%20AND%20POLICY&btnG=
ENERGY STORAGE;2578-4862;https://onlinelibrary.wiley.com/journal/25784862;Aims and Scope: Energy storage is the capture of energy produced at one time for use at a later time to reduce imbalances between energy demand and energy production.;Aims and Scope: Energy storage is the capture of energy produced at one time for use at a later time to reduce imbalances between energy demand and energy production.;Outras / Não Classificado;Geral / Multidisciplinar;Geociências, Aplicações Interdisciplinares, Multidisciplinar, Matemática;Web of Science;3,6;Q1;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ENERGY%20STORAGE&btnG=
ENERGY TECHNOLOGY;2194-4288;https://onlinelibrary.wiley.com/journal/21944296;Aims and Scope: Renewable energy (also called green energy) is energy made from renewable natural resources that are replenished on a human timescale. The most widely;Aims and Scope: Renewable energy (also called green energy) is energy made from renewable natural resources that are replenished on a human timescale. The most widely;Outras / Não Classificado;Geral / Multidisciplinar;Matemática Aplicada;Web of Science;1,8;Q1;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ENERGY%20TECHNOLOGY&btnG=
ENERGYCHEM;2589-7780;https://www.journals.elsevier.com/energychem;Aims and Scope: Published by Elsevier. Focuses on scholarly research in the field of EnergyChem.;Aims and Scope: Published by Elsevier. Focuses on scholarly research in the field of EnergyChem.;Outras / Não Classificado;Geral / Multidisciplinar;Ciências Aplicadas, Pesquisa Operacional e Gestão, Matemática;Web of Science;1,2;Q2;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ENERGYCHEM&btnG=
ENFERMERIA CLINICA;1130-8621;https://www.journals.elsevier.com/enfermeria-clinica;Aims and Scope: Published by Elsevier. Focuses on scholarly research in the field of Enfermería Clínica.;Aims and Scope: Published by Elsevier. Focuses on scholarly research in the field of Enfermería Clínica.;Outras / Não Classificado;Geral / Multidisciplinar;Aplicada, Física, Matemática, Matemática;Web of Science;1,1;Q2;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ENFERMERIA%20CLINICA&btnG=
ENGINEERING ANALYSIS WITH BOUNDARY ELEMENTS;0955-7997;https://www.journals.elsevier.com/engineering-analysis-with-boundary-elements;Aims and Scope: Engineering Analysis with Boundary Elements is a peer-reviewed scientific journal published monthly by Elsevier. Established in 1989, it covers research;Aims and Scope: Engineering Analysis with Boundary Elements is a peer-reviewed scientific journal published monthly by Elsevier. Established in 1989, it covers research;Outras / Não Classificado;Geral / Multidisciplinar;Ciência da Computação, Teoria e Métodos;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ENGINEERING%20ANALYSIS%20WITH%20BOUNDARY%20ELEMENTS&btnG=
ENGINEERING ECONOMIST;0013-791X;https://www.tandfonline.com/toc/utee20/current;Aims and Scope: Published by Informa UK (Taylor & Francis). Focuses on scholarly research in the field of The Engineering Economist.;Aims and Scope: Published by Informa UK (Taylor & Francis). Focuses on scholarly research in the field of The Engineering Economist.;Outras / Não Classificado;Geral / Multidisciplinar;Aplicações Aplicadas e Interdisciplinares, Matemática;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ENGINEERING%20ECONOMIST&btnG=
ENGINEERING ENERGY;3091-5015;;Aims and Scope: Energy engineering is a multidisciplinary field of engineering that focuses on optimizing energy systems, developing renewable energy technologies, and;Aims and Scope: Energy engineering is a multidisciplinary field of engineering that focuses on optimizing energy systems, developing renewable energy technologies, and;Outras / Não Classificado;Geral / Multidisciplinar;Sistemas de Automação e Controle, Engenharia Elétrica e Eletrônica, Matemática, Aplicações Interdisciplinares;Web of Science;1,8;Q2;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ENGINEERING%20ENERGY&btnG=
ENGINEERING ENVIRONMENT;3091-5058;;Aims and Scope: Knowledge Engineering Environment (KEE) is a frame-based development tool for expert systems. It was developed and sold by IntelliCorp, and was first;Aims and Scope: Knowledge Engineering Environment (KEE) is a frame-based development tool for expert systems. It was developed and sold by IntelliCorp, and was first;Outras / Não Classificado;Geral / Multidisciplinar;Ciências Aplicadas, Pesquisa Operacional e Gestão, Matemática;Web of Science;1,9;Q1;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ENGINEERING%20ENVIRONMENT&btnG=
ENGINEERING FAILURE ANALYSIS;1350-6307;https://www.journals.elsevier.com/engineering-failure-analysis;Aims and Scope: Failure analysis is the process of collecting and analyzing data to determine the cause of a failure, often with the goal of determining corrective actions;Aims and Scope: Failure analysis is the process of collecting and analyzing data to determine the cause of a failure, often with the goal of determining corrective actions;Outras / Não Classificado;Geral / Multidisciplinar;Matemática Aplicada, Matemática;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ENGINEERING%20FAILURE%20ANALYSIS&btnG=
ENGINEERING RESEARCH;3091-3292;;Aims and Scope: Engineering research - as a branch of science, it stands primarily for research that is oriented towards achieving a specific goal that would be useful;Aims and Scope: Engineering research - as a branch of science, it stands primarily for research that is oriented towards achieving a specific goal that would be useful;Outras / Não Classificado;Geral / Multidisciplinar;Sistemas de Automação e Controle, Instrumentos e Instrumentação;Web of Science;2;Q3;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ENGINEERING%20RESEARCH&btnG=
ENGINEERING RESEARCH EXPRESS;2631-8695;https://iopscience.iop.org/journal/2631-8695;Aims and Scope: Published by IOP Publishing. Focuses on scholarly research in the field of Engineering Research Express.;Aims and Scope: Published by IOP Publishing. Focuses on scholarly research in the field of Engineering Research Express.;Outras / Não Classificado;Geral / Multidisciplinar;Ciências do Esporte;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ENGINEERING%20RESEARCH%20EXPRESS&btnG=
ENGINEERING REVIEW;1330-9587;;Aims and Scope: Engineering is the practice of systematically applying natural science and mathematics to design and improve systems, devices, or processes that solve;Aims and Scope: Engineering is the practice of systematically applying natural science and mathematics to design and improve systems, devices, or processes that solve;Outras / Não Classificado;Geral / Multidisciplinar;Engenharia Multidisciplinar, Instrumentos e Instrumentação;Web of Science;3,4;Q1;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ENGINEERING%20REVIEW&btnG=
ENGINEERING STRUCTURES;0141-0296;https://www.journals.elsevier.com/engineering-structures;Aims and Scope: rigidity and earthquake-susceptibility of built structures for buildings and nonbuilding structures. The structural designs are integrated with those;Aims and Scope: rigidity and earthquake-susceptibility of built structures for buildings and nonbuilding structures. The structural designs are integrated with those;Outras / Não Classificado;Geral / Multidisciplinar;Mecânica;Web of Science;2,1;Q3;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ENGINEERING%20STRUCTURES&btnG=
ENGLISH ACADEMY REVIEW-SOUTHERN AFRICAN JOURNAL OF ENGLISH STUDIES;1013-1752;https://www.tandfonline.com/toc/racr20/current;Aims and Scope: South African English (SAfE, SAfEn, SAE, en-ZA) is the set of English language dialects native to South Africans. British settlers first arrived in the;Aims and Scope: South African English (SAfE, SAfEn, SAE, en-ZA) is the set of English language dialects native to South Africans. British settlers first arrived in the;Outras / Não Classificado;Geral / Multidisciplinar;Mecânica;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ENGLISH%20ACADEMY%20REVIEW-SOUTHERN%20AFRICAN%20JOURNAL%20OF%20ENGLISH%20STUDIES&btnG=
ENGLISH HISTORICAL REVIEW;0013-8266;http://ehr.oxfordjournals.org/;Aims and Scope: The English Historical Review is a bimonthly peer-reviewed academic journal that was established in 1886 and published by Oxford University Press (formerly;Aims and Scope: The English Historical Review is a bimonthly peer-reviewed academic journal that was established in 1886 and published by Oxford University Press (formerly;Outras / Não Classificado;Geral / Multidisciplinar;Mecânica;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ENGLISH%20HISTORICAL%20REVIEW&btnG=
ENGLISH LITERARY RENAISSANCE;0013-8312;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1475-6757;Aims and Scope: English Literary Renaissance is a peer-reviewed academic journal dedicated to the study of English literature from 1485 to 1665. Besides scholarly articles;Aims and Scope: English Literary Renaissance is a peer-reviewed academic journal dedicated to the study of English literature from 1485 to 1665. Besides scholarly articles;Outras / Não Classificado;Geral / Multidisciplinar;Entomologia, Ciências Veterinárias;Web of Science;1,9;Q2;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ENGLISH%20LITERARY%20RENAISSANCE&btnG=
