Título da Revista;ISSN;Homepage;Aims and Scope;Aims and Scope (translate);Grande Area;Area do Conhecimento;Subárea do Conhecimento;Indexador;JIF;Quartil JCR;SJR;SJR Best Quartile;H index;Índice h5
Journal of Olympic Studies;2639-6025;;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciências Sociais;Scopus;-;-;0,209;Q1;5.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Olympic%20Studies&btnG=
Journal of Orthodox Christian Studies;2574-495X;https://www.press.jhu.edu/journals/journal-orthodox-christian-studies;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades;Scopus;-;-;0,128;Q3;3.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Orthodox%20Christian%20Studies&btnG=
Journal of Pacific History;0022-3344;https://www.tandfonline.com/toc/cjph20/current;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciências Sociais;Scopus;-;-;0,24;Q1;25.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Pacific%20History&btnG=
Journal of Pastoral Care and Counseling;1542-3050;https://us.sagepub.com/en-us/nam/journal/journal-pastoral-care-counseling;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades;Scopus;-;-;0,323;Q1;27.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Pastoral%20Care%20and%20Counseling&btnG=
Journal of Peasant Studies;0306-6150;http://www.tandf.co.uk/journals/jps;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciências Sociais;Scopus;4,8;Q1;2,738;Q1;120.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Peasant%20Studies&btnG=
Journal of Pentecostal Theology;1745-5251;http://www.brill.com/journal-pentecostal-theology;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades;Scopus;0,2;-;0,121;Q3;17.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Pentecostal%20Theology&btnG=
Journal of Pentecostal and Charismatic Christianity;2769-1624;https://www.tandfonline.com/toc/yjpe21/current;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades;Scopus;-;-;0,515;Q1;5.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Pentecostal%20and%20Charismatic%20Christianity&btnG=
Journal of Persianate Studies;1874-7094;http://www.brill.nl/journal-persianate-studies;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciências Sociais;Scopus;0,2;-;0,127;Q3;13.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Persianate%20Studies&btnG=
Journal of Philosophy ARHE;1820-0958;;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades;Scopus;-;-;0,192;Q2;2.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Philosophy%20ARHE&btnG=
Journal of Philosophy of Education;1467-9752;https://academic.oup.com/jope;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciências Sociais;Scopus;-;-;0,358;Q1;53.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Philosophy%20of%20Education&btnG=
Journal of Political Philosophy;1467-9760;https://onlinelibrary.wiley.com/journal/14679760;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciências Sociais;Scopus;2,1;Q2;1,336;Q1;87.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Political%20Philosophy&btnG=
Journal of Popular Culture;1540-5931;https://onlinelibrary.wiley.com/journal/15405931;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades;Scopus;0,2;Q4;0,122;Q2;36.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Popular%20Culture&btnG=
Journal of Popular Film and Television;1930-6458;https://www.tandfonline.com/toc/vjpf20/current;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciências Sociais;Scopus;0,4;-;0,13;Q2;25.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Popular%20Film%20and%20Television&btnG=
Journal of Popular Music Education;2397-6721;https://www.intellectbooks.co.uk/journals/view-Journal,id=254;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades;Scopus;-;-;0,25;Q1;9.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Popular%20Music%20Education&btnG=
Journal of Popular Music Studies;1533-1598;http://www.ingenta.com/journals/browse/tandf/upms;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades;Scopus;0,3;-;0,212;Q2;20.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Popular%20Music%20Studies&btnG=
Journal of Postcolonial Writing;1744-9863;https://www.tandfonline.com/toc/rjpw20/current;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades;Scopus;0,4;-;0,207;Q1;25.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Postcolonial%20Writing&btnG=
Journal of Posthuman Studies;2471-4461;https://www.jstor.org/journal/jpoststud;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciências Sociais;Scopus;0,1;-;0,12;Q3;5.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Posthuman%20Studies&btnG=
Journal of Punjab Studies;0971-5223;;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciências Sociais;Scopus;-;-;0,221;Q1;4.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Punjab%20Studies&btnG=
Journal of Qualitative Research in Tourism;2632-9670;;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades;Scopus;-;-;0,436;Q1;7.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Qualitative%20Research%20in%20Tourism&btnG=
Journal of Quaternary Science;0267-8179;http://www3.interscience.wiley.com/cgi-bin/jhome/2507;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciências da Terra e Planetárias;Scopus;2,2;Q2;0,866;Q1;111.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Quaternary%20Science&btnG=
Journal of Qur'anic Studies;1755-1730;http://www.eupjournals.com/journal/jqs;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades;Scopus;0,4;-;0,217;Q1;25.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Qur%27anic%20Studies&btnG=
Journal of Reformed Theology;1569-7312;http://www.brill.com/journal-reformed-theology;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades;Scopus;0,2;-;0,202;Q2;6.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Reformed%20Theology&btnG=
Journal of Religion;0022-4189;http://www.journals.uchicago.edu/jr;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades;Scopus;0,4;-;0,151;Q2;26.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Religion&btnG=
Journal of Religion and Demography;2589-7411;https://brill.com/view/journals/jrd/jrd-overview.xml;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades;Scopus;-;-;0,236;Q1;2.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Religion%20and%20Demography&btnG=
Journal of Religion and Popular Culture;1703-289X;http://www.utpjournals.com/journal-of-religion-and-popular-culture.html;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciências Sociais;Scopus;-;-;0,118;Q3;9.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Religion%20and%20Popular%20Culture&btnG=
Journal of Religion and Violence;2159-6808;https://www.pdcnet.org/collection/browse?fp=jrv;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciências Sociais;Scopus;-;-;0,13;Q3;7.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Religion%20and%20Violence&btnG=
Journal of Religion in Africa;0022-4200;http://www.brill.nl/jra;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades;Scopus;0,4;-;0,22;Q1;43.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Religion%20in%20Africa&btnG=
Journal of Religion in Europe;1874-8929;http://brill.publisher.ingentaconnect.com/content/brill/jre;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades;Scopus;0,4;-;0,226;Q1;17.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Religion%20in%20Europe&btnG=
Journal of Religion in Japan;2211-8349;http://booksandjournals.brillonline.com/content/22118349;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades;Scopus;-;-;0,102;Q4;12.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Religion%20in%20Japan&btnG=
Journal of Religion, Media and Digital Culture;2165-9214;http://bibpurl.oclc.org/web/73134;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades;Scopus;0,4;Q4;0,301;Q1;11.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Religion%2C%20Media%20and%20Digital%20Culture&btnG=
Journal of Religion, Spirituality and Aging;1552-8030;https://www.tandfonline.com/toc/wrsa20/current;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciências Sociais;Scopus;-;-;0,327;Q1;25.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Religion%2C%20Spirituality%20and%20Aging&btnG=
Journal of Religious Ethics;1467-9795;https://onlinelibrary.wiley.com/journal/14679795;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades;Scopus;0,3;-;0,221;Q1;30.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Religious%20Ethics&btnG=
Journal of Religious History;1467-9809;http://www.blackwellpublishing.com/journal.asp?ref=0022-4227;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades;Scopus;0,3;Q2;0,134;Q2;18.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Religious%20History&btnG=
Journal of Religious Minorities under Muslim Rule;2773-2142;;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciências Sociais;Scopus;-;-;-;-;0.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Religious%20Minorities%20under%20Muslim%20Rule&btnG=
Journal of Religious and Theological Information;1528-6924;https://www.tandfonline.com/toc/wrti20/current;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades;Scopus;-;-;0,132;Q3;8.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Religious%20and%20Theological%20Information&btnG=
Journal of Research in Music Education;0022-4294;http://jrm.sagepub.com/;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciências Sociais;Scopus;1;Q3;1,403;Q1;59.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Research%20in%20Music%20Education&btnG=
Journal of Research on Christian Education;1934-4945;https://www.tandfonline.com/toc/urce20/current;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciências Sociais;Scopus;-;-;0,14;Q2;14.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Research%20on%20Christian%20Education&btnG=
Journal of Roman Archaeology;1047-7594;http://www.journalofromanarch.com/;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciências Sociais;Scopus;-;-;0,383;Q1;34.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Roman%20Archaeology&btnG=
Journal of Romance Studies;1473-3536;https://www.liverpooluniversitypress.co.uk/journal/jrs;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciências Sociais;Scopus;-;-;0,105;Q3;5.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Romance%20Studies&btnG=
Journal of Scandinavian Cinema;2042-7891;http://www.intellectbooks.co.uk/journals/view-Journal,id=192/;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades;Scopus;0,1;-;0,129;Q2;8.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Scandinavian%20Cinema&btnG=
Journal of Scottish Philosophy;1755-2001;http://www.eupjournals.com/journal/jsp;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciências Sociais;Scopus;0,2;-;0,18;Q2;13.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Scottish%20Philosophy&btnG=
Journal of Screenwriting;1759-7145;http://www.intellectbooks.co.uk/journals/view-Journal,id=182;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades;Scopus;0,2;-;0,126;Q2;14.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Screenwriting&btnG=
Journal of Semantics;0167-5133;http://jos.oxfordjournals.org/;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciência da Computação, Ciências Sociais;Scopus;1,1;Q2;0,715;Q1;56.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Semantics&btnG=
Journal of Semitic Studies;1477-8556;http://jss.oxfordjournals.org/;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciências Sociais;Scopus;0,3;-;0,27;Q1;20.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Semitic%20Studies&btnG=
Journal of Septuagint and Cognate Studies;2325-4793;http://poj.peeters-leuven.be/content.php?url=journal&journal_code=JSCS;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciências Sociais;Scopus;-;-;0,101;Q4;2.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Septuagint%20and%20Cognate%20Studies&btnG=
Journal of Shariah Law Research;2462-2206;;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciências Sociais;Scopus;-;-;0,141;Q2;4.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Shariah%20Law%20Research&btnG=
Journal of Shi'a Islamic Studies;1748-9423;http://www.islamic-college.ac.uk/Research/JSIS.html;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciências Sociais;Scopus;-;-;0,115;Q3;9.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Shi%27a%20Islamic%20Studies&btnG=
Journal of Sindhi Studies;2667-0925;;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades;Scopus;-;-;0,102;Q4;3.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Sindhi%20Studies&btnG=
Journal of Sistan and Baluchistan Studies;2821-0808;;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciências Sociais;Scopus;-;-;0,319;Q1;5.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Sistan%20and%20Baluchistan%20Studies&btnG=
Journal of Skyscape Archaeology;2055-3498;http://www.equinoxpub.com/journals/index.php/JSA/issue/archive;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciências Sociais, Ciências da Terra e Planetárias;Scopus;-;-;0,124;Q3;5.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Skyscape%20Archaeology&btnG=
Journal of Slavic Military Studies;1351-8046;http://www.tandfonline.com/action/journalInformation?journalCode=fslv20;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciências Sociais;Scopus;-;-;0,328;Q1;15.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Slavic%20Military%20Studies&btnG=
Journal of Social Archaeology;1741-2951;http://jsa.sagepub.com/;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciências Sociais;Scopus;1,3;Q2;0,544;Q1;48.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Social%20Archaeology&btnG=
Journal of Social History;1527-1897;https://academic.oup.com/jsh;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciências Sociais;Scopus;0,3;Q2;0,257;Q1;46.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Social%20History&btnG=
Journal of Social Philosophy;0047-2786;https://onlinelibrary.wiley.com/journal/14679833;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades;Scopus;1,2;Q3;0,648;Q1;49.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Social%20Philosophy&btnG=
Journal of Sociolinguistics;1360-6441;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9841;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciências Sociais;Scopus;2,6;Q1;0,83;Q1;73.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Sociolinguistics&btnG=
Journal of Somali Studies;2056-5682;https://journals.co.za/content/journal/aa_joss;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciências Sociais;Scopus;-;-;0,243;Q1;7.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Somali%20Studies&btnG=
Journal of Song-Yuan Studies;2154-6665;http://www.jstor.org/action/showPublication?journalCode=jsongyuanstud;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciências Sociais;Scopus;-;-;0,139;Q2;8.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Song-Yuan%20Studies&btnG=
Journal of Sound and Music in Games;2578-3432;http://jsmg.ucpress.edu;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciência da Computação;Scopus;-;-;0,165;Q2;8.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Sound%20and%20Music%20in%20Games&btnG=
Journal of Southern African Studies;0305-7070;http://www.tandfonline.com/cjss;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciências Sociais;Scopus;0,9;Q2;0,283;Q2;64.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Southern%20African%20Studies&btnG=
Journal of Spanish Cultural Studies;1463-6204;https://www.tandfonline.com/toc/cjsc20/current;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciências Sociais;Scopus;0,3;Q3;0,174;Q2;16.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Spanish%20Cultural%20Studies&btnG=
Journal of Speculative Philosophy;0891-625X;http://philosophy.emory.edu/stuhr/journalofspeculativephilosophy/index.html;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades;Scopus;0,2;-;0,128;Q3;17.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Speculative%20Philosophy&btnG=
Journal of Spiritual Formation and Soul Care;2328-1030;http://journals.sagepub.com/home/JSF;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciências Sociais;Scopus;0,3;-;0,132;Q3;8.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Spiritual%20Formation%20and%20Soul%20Care&btnG=
