Título da Revista;ISSN;Homepage;Aims and Scope;Aims and Scope (translate);Grande Area;Area do Conhecimento;Subárea do Conhecimento;Indexador;JIF;Quartil JCR;SJR;SJR Best Quartile;H index;Índice h5
Journal of Christian Nursing;0743-2550;http://journals.lww.com/journalofchristiannursing;;;Ciências da Saúde;Medicina;Medicina;Scopus;-;-;0,134;Q4;16.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Christian%20Nursing&btnG=
Journal of Chromatographic Science;0021-9665;http://chromsci.oxfordjournals.org;;;Ciências da Saúde;Medicina;Medicina, Química;Scopus;1,3;Q4;0,3;Q3;69.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Chromatographic%20Science&btnG=
Journal of Clinical Anesthesia;1873-4529;https://www.journals.elsevier.com/journal-of-clinical-anesthesia;;;Ciências da Saúde;Medicina;Medicina;Scopus;5,1;Q1;1,403;Q1;90.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Clinical%20Anesthesia&btnG=
Journal of Clinical Apheresis;0733-2459;https://onlinelibrary.wiley.com/journal/10981101;;;Ciências da Saúde;Medicina;Medicina;Scopus;2,7;Q2;0,888;Q2;57.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Clinical%20Apheresis&btnG=
Journal of Clinical Cardiology;1001-1439;;;;Ciências da Saúde;Medicina;Medicina;Scopus;-;-;0,112;Q4;4.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Clinical%20Cardiology&btnG=
Journal of Clinical Densitometry;1094-6950;https://www.journals.elsevier.com/journal-of-clinical-densitometry;;;Ciências da Saúde;Medicina;Medicina;Scopus;1,6;Q4;0,678;Q2;88.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Clinical%20Densitometry&btnG=
Journal of Clinical Emergency;1009-5918;;;;Ciências da Saúde;Medicina;Medicina;Scopus;-;-;0,11;Q4;4.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Clinical%20Emergency&btnG=
Journal of Clinical Epidemiology;0895-4356;https://www.sciencedirect.com/journal/journal-of-clinical-epidemiology;;;Ciências da Saúde;Medicina;Medicina;Scopus;5,2;Q1;2,507;Q1;272.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Clinical%20Epidemiology&btnG=
Journal of Clinical Ethics;1046-7890;http://catalog.hathitrust.org/api/volumes/oclc/20521494.html;;;Ciências da Saúde;Medicina;Ciências Sociais, Enfermagem, Medicina;Scopus;-;-;0,334;Q3;43.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Clinical%20Ethics&btnG=
Journal of Clinical Hematology;1004-2806;;;;Ciências da Saúde;Medicina;Medicina;Scopus;-;-;0,122;Q4;4.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Clinical%20Hematology&btnG=
Journal of Clinical Hepatology;1001-5256;http://www.lcgdbzz.org/English/index.asp;;;Ciências da Saúde;Medicina;Medicina;Scopus;-;-;0,14;Q4;20.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Clinical%20Hepatology&btnG=
Journal of Clinical Lipidology;1876-4789;https://www.journals.elsevier.com/journal-of-clinical-lipidology;;;Ciências da Saúde;Medicina;Enfermagem, Medicina;Scopus;4,6;Q1;1,719;Q1;85.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Clinical%20Lipidology&btnG=
Journal of Clinical Medicine;2077-0383;http://www.mdpi.com/journal/jcm;;;Ciências da Saúde;Medicina;Medicina;Scopus;-;-;0,9;Q2;155.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Clinical%20Medicine&btnG=
Journal of Clinical Neuromuscular Disease;1537-1611;https://journals.lww.com/jcnmd/pages/default.aspx;;;Ciências da Saúde;Medicina;Medicina, Neurociência;Scopus;-;-;0,282;Q3;37.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Clinical%20Neuromuscular%20Disease&btnG=
Journal of Clinical Nursing;1365-2702;https://onlinelibrary.wiley.com/journal/13652702;;;Ciências da Saúde;Medicina;Enfermagem, Medicina;Scopus;3,5;Q1;1,397;Q1;138.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Clinical%20Nursing&btnG=
Journal of Clinical Obstetrics and Gynecology;2619-9467;http://www.turkiyeklinikleri.com/journal/journal-of-clinical-obstetrics-gynecology/2/tr-index.html;;;Ciências da Saúde;Medicina;Medicina;Scopus;-;-;0,125;Q4;7.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Clinical%20Obstetrics%20and%20Gynecology&btnG=
Journal of Clinical Orthodontics;1945-225X;https://www.jco-online.com;;;Ciências da Saúde;Odontologia;Odontologia;Scopus;-;-;0,203;Q2;51.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Clinical%20Orthodontics&btnG=
Journal of Clinical Orthopaedics and Trauma;0976-5662;https://www.journals.elsevier.com/journal-of-clinical-orthopaedics-and-trauma;;;Ciências da Saúde;Medicina;Medicina;Scopus;-;-;0,538;Q3;51.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Clinical%20Orthopaedics%20and%20Trauma&btnG=
Journal of Clinical Otorhinolaryngology Head and Neck Surgery;2096-7993;;;;Ciências da Saúde;Medicina;Medicina;Scopus;-;-;0,164;Q4;14.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Clinical%20Otorhinolaryngology%20Head%20and%20Neck%20Surgery&btnG=
Journal of Clinical Pathology;0021-9746;http://jcp.bmjjournals.com/;;;Ciências da Saúde;Medicina;Medicina;Scopus;2;Q2;0,815;Q1;163.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Clinical%20Pathology&btnG=
Journal of Clinical Pediatric Dentistry;1053-4628;;;;Ciências da Saúde;Medicina;Medicina, Odontologia;Scopus;2,2;Q2;0,535;Q2;56.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Clinical%20Pediatric%20Dentistry&btnG=
Journal of Clinical Pediatric Surgery;1671-6353;;;;Ciências da Saúde;Medicina;Medicina;Scopus;-;-;0,134;Q4;7.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Clinical%20Pediatric%20Surgery&btnG=
Journal of Clinical Periodontology;1600-051X;https://onlinelibrary.wiley.com/journal/1600051X;;;Ciências da Saúde;Odontologia;Odontologia;Scopus;6,8;Q1;2,621;Q1;200.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Clinical%20Periodontology&btnG=
Journal of Clinical Ultrasound;0091-2751;https://onlinelibrary.wiley.com/journal/10970096;;;Ciências da Saúde;Medicina;Medicina;Scopus;1,4;Q3;0,423;Q3;71.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Clinical%20Ultrasound&btnG=
Journal of Clinical Urology;2051-4158;https://us.sagepub.com/en-us/nam/journal/journal-clinical-urology;;;Ciências da Saúde;Medicina;Medicina;Scopus;0,5;Q4;0,176;Q3;19.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Clinical%20Urology&btnG=
Journal of Clinical and Aesthetic Dermatology;1941-2789;http://www.ncbi.nlm.nih.gov/pmc/journals/1294;;;Ciências da Saúde;Medicina;Medicina;Scopus;-;-;0,611;Q2;66.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Clinical%20and%20Aesthetic%20Dermatology&btnG=
Journal of Clinical and Experimental Hepatology;0973-6883;https://www.journals.elsevier.com/journal-of-clinical-and-experimental-hepatology;;;Ciências da Saúde;Medicina;Medicina;Scopus;3,2;Q2;0,901;Q2;61.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Clinical%20and%20Experimental%20Hepatology&btnG=
Journal of Clinical and Experimental Neuropsychology;1744-411X;https://www.tandfonline.com/loi/ncen20;;;Ciências da Saúde;Medicina;Medicina, Neurociência, Psicologia;Scopus;1,7;Q3;0,447;Q3;129.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Clinical%20and%20Experimental%20Neuropsychology&btnG=
Journal of Clinical and Translational Pathology;2771-165X;;;;Ciências da Saúde;Medicina;Medicina;Scopus;-;-;0,425;Q2;7.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Clinical%20and%20Translational%20Pathology&btnG=
Journal of Cognition and Development;1532-7647;https://www.tandfonline.com/toc/hjcd20/current;;;Ciências da Saúde;Medicina;Medicina, Psicologia;Scopus;2,1;Q2;1,112;Q1;76.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Cognition%20and%20Development&btnG=
Journal of Cognitive Psychotherapy;0889-8391;http://www.springerpub.com/jcp;;;Ciências da Saúde;Medicina;Medicina, Psicologia;Scopus;1,1;Q3;0,539;Q2;60.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Cognitive%20Psychotherapy&btnG=
Journal of College Student Mental Health;2836-7138;;;;Ciências da Saúde;Medicina;Medicina, Psicologia;Scopus;-;-;0,497;Q2;36.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20College%20Student%20Mental%20Health&btnG=
Journal of Communicable Diseases;0019-5138;https://medical.advancedresearchpublications.com/index.php/Journal-CommunicableDiseases/index;;;Ciências da Saúde;Medicina;Medicina;Scopus;-;-;0,134;Q4;30.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Communicable%20Diseases&btnG=
Journal of Communication Disorders;0021-9924;https://www.journals.elsevier.com/journal-of-communication-disorders;;;Ciências da Saúde;Enfermagem;Ciências Sociais, Enfermagem, Neurociência, Profissões da Saúde, Psicologia;Scopus;2,1;Q1;0,706;Q1;84.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Communication%20Disorders&btnG=
Journal of Communication in Healthcare;1753-8076;https://www.tandfonline.com/toc/ycih20/current;;;Ciências da Saúde;Medicina;Ciências Sociais, Medicina, Profissões da Saúde;Scopus;1,7;Q2;0,434;Q2;24.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Communication%20in%20Healthcare&btnG=
Journal of Community Health Nursing;1532-7655;https://www.tandfonline.com/toc/hchn20/current;;;Ciências da Saúde;Medicina;Enfermagem, Medicina;Scopus;0,9;Q4;0,371;Q3;40.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Community%20Health%20Nursing&btnG=
Journal of Community Medicine and Primary Health Care;0794-7410;;;;Ciências da Saúde;Medicina;Medicina;Scopus;-;-;0,187;Q4;6.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Community%20Medicine%20and%20Primary%20Health%20Care&btnG=
Journal of Community Nursing;0263-4465;;;;Ciências da Saúde;Enfermagem;Enfermagem;Scopus;-;-;0,137;Q4;13.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Community%20Nursing&btnG=
Journal of Comparative Effectiveness Research;2042-6305;http://www.futuremedicine.com/loi/cer;;;Ciências da Saúde;Medicina;Medicina;Scopus;2,5;Q2;0,903;Q2;43.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Comparative%20Effectiveness%20Research&btnG=
Journal of Comparative Pathology;0021-9975;https://www.journals.elsevier.com/journal-of-comparative-pathology;;;Ciências da Saúde;Medicina;Medicina, Veterinária;Scopus;0,9;Q3;0,483;Q2;88.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Comparative%20Pathology&btnG=
Journal of Comprehensive Pediatrics;2251-8177;http://comprped.com/?page=home;;;Ciências da Saúde;Medicina;Medicina;Scopus;-;-;0,194;Q3;13.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Comprehensive%20Pediatrics&btnG=
Journal of Computer Assisted Tomography;1532-3145;http://journals.lww.com/jcat;;;Ciências da Saúde;Medicina;Medicina;Scopus;1,3;Q3;0,413;Q3;106.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Computer%20Assisted%20Tomography&btnG=
Journal of Conservative Dentistry and Endodontics;2950-4708;;;;Ciências da Saúde;Odontologia;Odontologia;Scopus;-;-;0,726;Q1;53.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Conservative%20Dentistry%20and%20Endodontics&btnG=
Journal of Consulting and Clinical Psychology;0022-006X;http://www.apa.org/pubs/journals/ccp/index.aspx;;;Ciências da Saúde;Medicina;Medicina, Psicologia;Scopus;5;Q1;2,077;Q1;285.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Consulting%20and%20Clinical%20Psychology&btnG=
Journal of Contemporary Orthodontics;2582-0478;;;;Ciências da Saúde;Odontologia;Odontologia;Scopus;-;-;0,139;Q3;4.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Contemporary%20Orthodontics&btnG=
Journal of Continuing Education in Nursing;0022-0124;http://www.slackjournals.com/jcen/;;;Ciências da Saúde;Enfermagem;Ciências Sociais, Enfermagem;Scopus;1,4;Q3;0,379;Q2;51.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Continuing%20Education%20in%20Nursing&btnG=
Journal of Continuing Education in the Health Professions;0894-1912;https://journals.lww.com/jcehp/Pages/default.aspx;Explore Journal of Continuing Education in the Health Professions, featuring peer‑reviewed articles, clinical studies, and the latest medical research.;Explore Journal of Continuing Education in the Health Professions, featuring peer‑reviewed articles, clinical studies, and the latest medical research.;Ciências da Saúde;Medicina;Ciências Sociais, Medicina;Scopus;1,7;Q2;0,621;Q2;69.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Continuing%20Education%20in%20the%20Health%20Professions&btnG=
Journal of Correctional Health Care;1078-3458;http://jcx.sagepub.com/;;;Ciências da Saúde;Medicina;Enfermagem, Medicina;Scopus;-;-;0,438;Q2;37.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Correctional%20Health%20Care&btnG=
Journal of Cosmetic Dermatology;1473-2165;https://onlinelibrary.wiley.com/journal/14732165;;;Ciências da Saúde;Medicina;Medicina;Scopus;2,5;Q2;0,834;Q1;75.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Cosmetic%20Dermatology&btnG=
Journal of Cosmetic Science;1525-7886;http://www.scconline.org/journal-of-cosmetic-science/;;;Ciências da Saúde;Medicina;Medicina, Química;Scopus;0,3;Q4;0,15;Q4;46.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Cosmetic%20Science&btnG=
Journal of Cosmetic and Laser Therapy;1476-4172;http://www.informahealthcare.com/jcl;;;Ciências da Saúde;Medicina;Medicina;Scopus;1,3;Q3;0,305;Q3;63.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Cosmetic%20and%20Laser%20Therapy&btnG=
Journal of Counseling Psychology;1939-2168;http://www.apa.org/journals/cou/;;;Ciências da Saúde;Medicina;Medicina, Psicologia;Scopus;3,8;Q1;1,38;Q1;181.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Counseling%20Psychology&btnG=
Journal of Counselor Leadership and Advocacy;2326-7178;https://www.tandfonline.com/toc/ucla20/current;;;Ciências da Saúde;Medicina;Ciências Sociais, Medicina, Psicologia;Scopus;-;-;0,635;Q2;16.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Counselor%20Leadership%20and%20Advocacy&btnG=
Journal of Cranio-Maxillofacial Surgery;1878-4119;https://www.journals.elsevier.com/journal-of-cranio-maxillofacial-surgery;;;Ciências da Saúde;Medicina;Medicina, Odontologia;Scopus;2,1;Q2;0,598;Q2;100.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Cranio-Maxillofacial%20Surgery&btnG=
Journal of Creativity in Mental Health;1540-1391;https://www.tandfonline.com/toc/wcmh20/current;;;Ciências da Saúde;Medicina;Medicina, Psicologia;Scopus;-;-;0,347;Q3;30.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Creativity%20in%20Mental%20Health&btnG=
Journal of Critical Care;1557-8615;https://www.journals.elsevier.com/journal-of-critical-care;;;Ciências da Saúde;Medicina;Medicina;Scopus;2,9;Q2;1,025;Q1;115.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Critical%20Care&btnG=
Journal of Critical Limb Ischemia;2694-3026;;;;Ciências da Saúde;Medicina;Medicina, Profissões da Saúde;Scopus;-;-;0,186;Q4;4.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Critical%20Limb%20Ischemia&btnG=
Journal of Crohn's and Colitis;1873-9946;http://ecco-jcc.oxfordjournals.org/front.most-cited;;;Ciências da Saúde;Medicina;Medicina;Scopus;8,7;Q1;3,225;Q1;134.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Crohn%27s%20and%20Colitis&btnG=
Journal of Current Glaucoma Practice;0974-0333;http://www.jaypeedigital.com/IssueDetails.aspx?Value=1;;;Ciências da Saúde;Medicina;Medicina;Scopus;-;-;0,452;Q3;24.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Current%20Glaucoma%20Practice&btnG=
Journal of Cutaneous Medicine and Surgery;1615-7109;https://us.sagepub.com/en-us/nam/journal/journal-cutaneous-medicine-and-surgery;;;Ciências da Saúde;Medicina;Medicina;Scopus;3,9;Q1;0,867;Q1;63.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Cutaneous%20Medicine%20and%20Surgery&btnG=
Journal of Cutaneous Pathology;1600-0560;https://onlinelibrary.wiley.com/journal/16000560;;;Ciências da Saúde;Medicina;Medicina;Scopus;1,1;Q3;0,509;Q2;94.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Cutaneous%20Pathology&btnG=
Journal of Cystic Fibrosis;1569-1993;https://www.journals.elsevier.com/journal-of-cystic-fibrosis;;;Ciências da Saúde;Medicina;Medicina;Scopus;6;Q1;1,908;Q1;103.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Cystic%20Fibrosis&btnG=
Journal of Dairy Research;0022-0299;http://journals.cambridge.org/action/displayjournal?jid=dar;;;Ciências da Saúde;Medicina;Ciências Agrárias e Biológicas, Medicina;Scopus;1,2;Q3;0,333;Q3;94.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Dairy%20Research&btnG=
Journal of Dental Education;0022-0337;https://onlinelibrary.wiley.com/journal/19307837;;;Ciências da Saúde;Medicina;Ciências Sociais, Medicina, Odontologia;Scopus;1,6;Q3;0,53;Q2;86.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Dental%20Education&btnG=
Journal of Dental Hygiene;1553-0205;http://www.ingentaconnect.com/content/adha/jdh;;;Ciências da Saúde;Odontologia;Odontologia;Scopus;-;-;0,39;Q2;35.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Dental%20Hygiene&btnG=
Journal of Dental Research;0022-0345;http://www.sagepub.com/journals/Journal201925/title;;;Ciências da Saúde;Odontologia;Odontologia;Scopus;5,9;Q1;1,846;Q1;233.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Dental%20Research&btnG=
